template,parameters,datetime,loglevel,pid
org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Created MRAppMaster for application * ,,"2015-10-18 18:01:51,853",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Executing with tokens: ,,"2015-10-18 18:01:53,010",INFO,[main]
"org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: * cluster_timestamp: * } attemptId: 1 } keyId: * ",,"2015-10-18 18:01:53,010",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Using mapred newApiCommitter. ,,"2015-10-18 18:01:53,260",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.MRAppMaster: OutputCommitter set in config null ,,"2015-10-18 18:01:54,697",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.MRAppMaster: OutputCommitter * ,,"2015-10-18 18:01:54,791",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,853",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,853",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,853",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,853",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,853",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,869",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,869",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:54,869",INFO,[main]
org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils: Default file system [hdfs://msra-sa-41:9000] ,,"2015-10-18 18:01:54,932",INFO,[main]
org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils: Default file system [hdfs://msra-sa-41:9000] ,,"2015-10-18 18:01:54,963",INFO,[main]
org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils: Default file system [hdfs://msra-sa-41:9000] ,,"2015-10-18 18:01:54,978",INFO,[main]
org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Emitting job history data to the timeline server is not enabled ,,"2015-10-18 18:01:55,010",INFO,[main]
org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class * for class * ,,"2015-10-18 18:01:55,057",INFO,[main]
org.apache.hadoop.metrics2.impl.MetricsConfig: loaded properties from hadoop-metrics2.properties ,,"2015-10-18 18:01:55,354",INFO,[main]
org.apache.hadoop.metrics2.impl.MetricsSystemImpl: Scheduled snapshot period at 10 second(s). ,,"2015-10-18 18:01:55,400",INFO,[main]
org.apache.hadoop.metrics2.impl.MetricsSystemImpl: MRAppMaster metrics system started ,,"2015-10-18 18:01:55,400",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Adding job token for * to jobTokenSecretManager ,,"2015-10-18 18:01:55,416",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Not uberizing * because: not enabled; too many maps; too much input; ,,"2015-10-18 18:01:55,619",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Input size for job * = * Number of splits = 10 ,,"2015-10-18 18:01:55,650",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: * for job job_1445144423722_0023 = * ,,"2015-10-18 18:01:55,650",INFO,[main]
org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: * Transitioned from * to * ,,"2015-10-18 18:01:55,650",INFO,[main]
"org.apache.hadoop.mapreduce.v2.app.MRAppMaster: MRAppMaster launching normal, non-uberized, multi-container job * ",,"2015-10-18 18:01:55,650",INFO,[main]
org.apache.hadoop.ipc.CallQueueManager: Using callQueue class java.util.concurrent.LinkedBlockingQueue ,,"2015-10-18 18:01:55,682",INFO,[main]
org.apache.hadoop.ipc.Server: Starting Socket Reader #1 for port * ,,"2015-10-18 18:01:55,697",INFO,[Socket Reader #1 for port 62294]
org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl: Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server ,,"2015-10-18 18:01:55,729",INFO,[main]
